Date,Traffic Source,New vs Returning Visitors,Device Type,Browser Type,Operating System,Geographic Data - Country,Landing Page,Exit Page,Campaign,Page Views,Sessions,Bounce,Avg. Session Duration,Converted
2024-08-26,Referral,Returning,Mobile,Chrome,Android,Rajasthan,Homepage,Blog,Spring Sale,5,6,No,3.50,Yes
2024-09-26,Direct,New,Desktop,Chrome,Windows,Haryana,Product Page,Product Page,Holiday Discounts,4,2,Yes,5.30,Yes
2024-09-07,Direct,New,Desktop,Chrome,Windows,Haryana,Contact Us,Homepage,Holiday Discounts,10,1,Yes,1.11,Yes
2024-09-08,Referral,New,Mobile,Chrome,Android,Bihar,Homepage,Product Page,Holiday Discounts,7,3,No,2.51,No
2024-10-03,Referral,New,Mobile,Internet Explorer,Windows,Maharashtra,Product Page,Homepage,Spring Sale,3,5,No,3.32,No
2024-09-24,Direct,New,Mobile,Chrome,Android,Andhra Pradesh,Contact Us,Checkout,Holiday Discounts,8,2,Yes,5.45,No
2024-08-12,Referral,Returning,Desktop,Edge,Windows,Maharashtra,Checkout,Contact Us,Product Launch,3,1,Yes,1.05,Yes
2024-10-14,Organic,Returning,Mobile,Chrome,Android,Haryana,Homepage,Homepage,Newsletter,4,4,No,3.10,Yes
2024-07-18,Organic,Returning,Mobile,Chrome,Android,West Bengal,Homepage,Homepage,Product Launch,8,6,No,2.57,No
2024-10-08,Organic,New,Desktop,Chrome,Windows,Uttar Pradesh,Blog,Blog,Spring Sale,6,4,No,3.60,Yes
2024-09-15,Direct,New,Desktop,Chrome,Windows,Telangana,Homepage,Contact Us,Product Launch,7,2,No,9.95,Yes
2024-10-03,Direct,Returning,Mobile,Chrome,Android,Punjab,Blog,Product Page,Newsletter,6,2,No,2.35,No
2024-09-12,Organic,Returning,Mobile,Safari,iOS,Bihar,Blog,Product Page,Newsletter,2,0,Yes,1.29,No
2024-09-12,Referral,Returning,Desktop,Chrome,macOS,Andaman and Nicobar Islands,Homepage,Product Page,Holiday Discounts,1,1,No,4.13,Yes
2024-10-03,Direct,New,Mobile,Edge,Windows,Puducherry,Homepage,Product Page,Holiday Discounts,7,4,No,5.91,No
2024-08-01,Organic,New,Tablet,Safari,iOS,Assam,Homepage,Homepage,Holiday Discounts,8,2,Yes,8.90,No
2024-09-30,Direct,New,Desktop,Safari,macOS,Madhya Pradesh,Product Page,Product Page,Holiday Discounts,8,3,No,6.74,Yes
2024-10-14,Organic,New,Desktop,Safari,macOS,Madhya Pradesh,Product Page,Contact Us,Holiday Discounts,6,1,No,3.41,Yes
2024-07-23,Organic,New,Desktop,Chrome,macOS,Daman and Diu,Blog,Product Page,Spring Sale,7,4,No,1.22,No
2024-08-02,Organic,New,Mobile,Safari,iOS,Assam,Homepage,Checkout,Holiday Discounts,3,3,No,4.10,No
2024-07-21,Organic,New,Mobile,Chrome,Android,Rajasthan,Homepage,Blog,Holiday Discounts,3,4,No,8.07,No
2024-07-23,Organic,Returning,Mobile,Safari,iOS,Rajasthan,Homepage,Product Page,Product Launch,5,2,No,9.20,Yes
2024-08-23,Direct,New,Mobile,Firefox,Android,Gujarat,Homepage,Homepage,Newsletter,4,5,No,4.52,No
2024-08-07,Direct,New,Desktop,Chrome,macOS,Punjab,Homepage,Homepage,Holiday Discounts,9,1,No,7.23,Yes
2024-07-27,Direct,New,Desktop,Chrome,macOS,Jammu and Kashmir,Product Page,Homepage,Spring Sale,8,2,No,2.05,Yes
2024-08-03,Direct,New,Mobile,Safari,iOS,Rajasthan,Homepage,Product Page,Spring Sale,6,4,No,8.58,No
2024-08-08,Direct,New,Mobile,Firefox,Android,Maharashtra,Blog,Homepage,Product Launch,3,3,Yes,1.19,No
2024-10-06,Organic,New,Mobile,Safari,iOS,Andhra Pradesh,Homepage,Contact Us,Holiday Discounts,4,3,No,8.73,Yes
2024-09-29,Organic,New,Mobile,Firefox,Android,Uttar Pradesh,Contact Us,Checkout,Holiday Discounts,10,2,No,7.04,Yes
2024-08-04,Organic,New,Mobile,Chrome,Android,Tamil Nadu,Homepage,Checkout,Spring Sale,2,4,No,7.34,Yes
2024-08-04,Paid,New,Tablet,Chrome,macOS,Karnataka,Product Page,Homepage,Product Launch,6,3,Yes,1.26,No
2024-08-17,Organic,New,Desktop,Chrome,macOS,Maharashtra,Blog,Checkout,Spring Sale,4,3,No,2.94,Yes
2024-09-15,Organic,New,Mobile,Chrome,Android,Goa,Checkout,Homepage,Spring Sale,5,3,No,4.61,No
2024-09-11,Direct,New,Mobile,Edge,Windows,Andhra Pradesh,Homepage,Homepage,Holiday Discounts,3,2,Yes,7.00,No
2024-08-01,Paid,New,Mobile,Chrome,Android,Tamil Nadu,Homepage,Product Page,Spring Sale,5,3,No,1.07,No
2024-07-21,Direct,New,Mobile,Firefox,Android,Tamil Nadu,Homepage,Blog,Spring Sale,3,3,No,6.98,Yes
2024-08-02,Direct,New,Mobile,Chrome,Android,Uttar Pradesh,Checkout,Homepage,Holiday Discounts,5,4,No,1.81,Yes
2024-08-27,Referral,New,Mobile,Firefox,Android,Maharashtra,Homepage,Contact Us,Product Launch,3,6,No,5.12,Yes
2024-09-04,Organic,Returning,Tablet,Safari,Windows,Karnataka,Contact Us,Contact Us,Spring Sale,6,3,Yes,8.00,No
2024-09-01,Direct,New,Desktop,Chrome,Linux,Manipur,Checkout,Checkout,Spring Sale,5,7,No,8.57,Yes
2024-08-13,Direct,Returning,Mobile,Chrome,Android,Himachal Pradesh,Homepage,Checkout,Holiday Discounts,5,2,Yes,7.58,No
2024-08-05,Direct,Returning,Mobile,Chrome,Android,Uttar Pradesh,Contact Us,Checkout,Holiday Discounts,1,0,Yes,6.57,No
2024-09-05,Organic,New,Mobile,Internet Explorer,Windows,Tamil Nadu,Homepage,Contact Us,Product Launch,7,3,Yes,4.84,No
2024-09-06,Direct,Returning,Desktop,Chrome,Linux,Uttar Pradesh,Product Page,Contact Us,Product Launch,5,2,No,5.15,No
2024-09-07,Direct,New,Desktop,Internet Explorer,macOS,Punjab,Checkout,Product Page,Newsletter,6,2,No,2.36,No
2024-08-01,Organic,Returning,Desktop,Chrome,Linux,Gujarat,Blog,Checkout,Product Launch,6,5,No,1.66,Yes
2024-09-23,Direct,New,Mobile,Safari,iOS,Andhra Pradesh,Blog,Contact Us,Holiday Discounts,10,1,No,6.65,Yes
2024-09-28,Direct,New,Mobile,Safari,iOS,Karnataka,Blog,Homepage,Holiday Discounts,5,1,Yes,4.01,No
2024-08-21,Referral,Returning,Mobile,Safari,iOS,Karnataka,Homepage,Checkout,Spring Sale,3,1,Yes,1.55,No
2024-10-04,Direct,Returning,Desktop,Safari,macOS,Bihar,Product Page,Contact Us,Spring Sale,2,4,No,4.47,No
2024-10-13,Organic,New,Mobile,Firefox,Android,Maharashtra,Checkout,Homepage,Product Launch,2,0,Yes,9.43,No
2024-08-26,Organic,New,Desktop,Chrome,Linux,Himachal Pradesh,Contact Us,Product Page,Holiday Discounts,8,1,No,9.21,No
2024-09-06,Direct,New,Mobile,Chrome,Android,Maharashtra,Contact Us,Homepage,Holiday Discounts,4,4,No,5.75,Yes
2024-10-05,Organic,Returning,Mobile,Safari,iOS,Odisha,Homepage,Contact Us,Holiday Discounts,6,1,No,7.46,Yes
2024-09-26,Organic,New,Mobile,Chrome,Android,Haryana,Homepage,Checkout,Product Launch,4,3,Yes,6.44,No
2024-08-18,Referral,New,Mobile,Chrome,Android,Daman and Diu,Product Page,Homepage,Spring Sale,4,8,No,9.30,No
2024-07-27,Organic,Returning,Mobile,Chrome,Android,Karnataka,Homepage,Checkout,Product Launch,8,2,Yes,7.84,No
2024-07-23,Organic,New,Mobile,Chrome,Android,Telangana,Product Page,Blog,Holiday Discounts,11,2,No,9.51,No
2024-09-29,Organic,New,Desktop,Firefox,macOS,Uttar Pradesh,Checkout,Homepage,Holiday Discounts,6,2,No,6.54,No
2024-08-16,Referral,New,Mobile,Firefox,Android,Uttar Pradesh,Checkout,Homepage,Product Launch,3,0,Yes,2.59,No
2024-08-25,Organic,New,Mobile,Edge,Windows,Uttar Pradesh,Product Page,Contact Us,Spring Sale,9,1,No,1.65,Yes
2024-08-21,Organic,New,Mobile,Internet Explorer,Windows,Maharashtra,Product Page,Checkout,Holiday Discounts,7,3,No,4.59,No
2024-10-01,Organic,New,Mobile,Safari,iOS,Maharashtra,Homepage,Product Page,Holiday Discounts,4,1,No,5.97,No
2024-10-11,Direct,New,Desktop,Firefox,macOS,Uttar Pradesh,Product Page,Product Page,Newsletter,8,4,No,8.49,Yes
2024-09-07,Paid,New,Mobile,Firefox,Android,Uttar Pradesh,Checkout,Product Page,Spring Sale,4,4,No,3.05,Yes
2024-09-03,Direct,Returning,Desktop,Safari,macOS,Karnataka,Blog,Checkout,Holiday Discounts,4,5,No,9.50,No
2024-10-13,Organic,Returning,Mobile,Chrome,Android,Maharashtra,Contact Us,Product Page,Holiday Discounts,7,1,No,5.58,No
2024-09-14,Direct,New,Mobile,Chrome,Android,Haryana,Homepage,Product Page,Holiday Discounts,3,4,No,8.82,No
2024-09-21,Direct,Returning,Mobile,Firefox,Windows,Haryana,Checkout,Product Page,Product Launch,6,4,No,2.02,Yes
2024-10-04,Organic,New,Mobile,Safari,iOS,Rajasthan,Checkout,Product Page,Product Launch,3,3,No,9.76,Yes
2024-09-07,Organic,New,Mobile,Chrome,Android,Karnataka,Product Page,Checkout,Spring Sale,5,3,No,1.95,Yes
2024-07-18,Direct,Returning,Mobile,Chrome,Android,Assam,Homepage,Product Page,Spring Sale,4,3,Yes,2.86,No
2024-09-25,Direct,New,Mobile,Internet Explorer,Windows,Andhra Pradesh,Blog,Product Page,Spring Sale,5,1,No,1.12,Yes
2024-09-10,Paid,New,Desktop,Chrome,Linux,Karnataka,Homepage,Checkout,Spring Sale,7,2,No,8.18,Yes
2024-08-07,Organic,New,Tablet,Safari,Windows,Haryana,Homepage,Product Page,Product Launch,4,5,No,8.29,No
2024-10-05,Referral,New,Desktop,Internet Explorer,macOS,Jammu and Kashmir,Checkout,Homepage,Holiday Discounts,3,2,No,4.29,Yes
2024-08-01,Referral,Returning,Desktop,Internet Explorer,Windows,Andhra Pradesh,Homepage,Product Page,Product Launch,5,6,No,8.75,Yes
2024-10-13,Organic,Returning,Desktop,Chrome,Linux,Gujarat,Product Page,Product Page,Holiday Discounts,3,1,No,7.74,No
2024-08-30,Direct,Returning,Mobile,Edge,Windows,Uttar Pradesh,Homepage,Checkout,Holiday Discounts,5,3,Yes,3.57,No
2024-09-06,Direct,New,Mobile,Edge,Windows,Odisha,Product Page,Blog,Product Launch,4,6,No,4.53,Yes
2024-09-20,Referral,New,Mobile,Edge,Windows,Tamil Nadu,Contact Us,Checkout,Spring Sale,5,2,No,1.48,Yes
2024-08-10,Organic,Returning,Tablet,Firefox,Android,Haryana,Blog,Product Page,Holiday Discounts,2,5,No,9.09,No
2024-07-26,Paid,New,Desktop,Safari,macOS,Uttar Pradesh,Contact Us,Product Page,Holiday Discounts,3,0,Yes,9.51,No
2024-08-21,Organic,Returning,Mobile,Chrome,Android,West Bengal,Homepage,Contact Us,Holiday Discounts,6,1,Yes,7.83,No
2024-09-19,Referral,New,Mobile,Safari,iOS,Karnataka,Homepage,Product Page,Holiday Discounts,2,0,Yes,5.83,No
2024-10-01,Organic,New,Mobile,Chrome,Android,Maharashtra,Homepage,Blog,Spring Sale,3,2,No,5.63,Yes
2024-10-13,Organic,Returning,Mobile,Safari,iOS,Punjab,Homepage,Product Page,Holiday Discounts,6,2,Yes,4.12,No
2024-10-12,Organic,New,Mobile,Chrome,Android,Odisha,Blog,Product Page,Holiday Discounts,5,5,No,1.51,Yes
2024-08-30,Organic,New,Mobile,Chrome,Android,Haryana,Product Page,Homepage,Spring Sale,4,3,Yes,7.29,No
2024-10-03,Organic,New,Mobile,Chrome,Android,West Bengal,Checkout,Product Page,Holiday Discounts,4,1,No,7.38,No
2024-08-24,Organic,New,Desktop,Chrome,Linux,Uttar Pradesh,Homepage,Product Page,Holiday Discounts,8,1,Yes,7.16,No
2024-08-26,Organic,Returning,Mobile,Chrome,Android,Uttar Pradesh,Homepage,Product Page,Product Launch,5,3,Yes,4.21,No
2024-09-05,Organic,New,Mobile,Chrome,Android,Uttar Pradesh,Homepage,Product Page,Holiday Discounts,5,3,No,8.78,No
2024-09-17,Organic,New,Mobile,Safari,iOS,West Bengal,Homepage,Product Page,Holiday Discounts,1,6,No,4.90,Yes
2024-07-21,Direct,New,Mobile,Chrome,iOS,Punjab,Homepage,Checkout,Holiday Discounts,4,1,No,9.13,No
2024-10-10,Referral,New,Desktop,Chrome,Windows,Uttar Pradesh,Homepage,Product Page,Product Launch,6,7,No,5.98,No
2024-09-09,Organic,New,Tablet,Chrome,macOS,Gujarat,Homepage,Product Page,Spring Sale,4,1,Yes,4.27,No
2024-08-27,Direct,Returning,Mobile,Chrome,iOS,West Bengal,Blog,Checkout,Product Launch,6,4,No,5.91,Yes
2024-09-18,Organic,Returning,Desktop,Safari,macOS,Maharashtra,Homepage,Product Page,Spring Sale,4,1,Yes,4.83,No
2024-07-20,Referral,Returning,Mobile,Chrome,iOS,Telangana,Homepage,Contact Us,Spring Sale,2,3,Yes,3.07,No
2024-07-24,Paid,New,Mobile,Chrome,iOS,Tamil Nadu,Contact Us,Product Page,Holiday Discounts,5,5,No,8.32,Yes
2024-07-21,Organic,New,Mobile,Chrome,iOS,Gujarat,Homepage,Contact Us,Product Launch,4,3,No,2.03,No
2024-07-21,Organic,New,Mobile,Chrome,iOS,Uttar Pradesh,Homepage,Homepage,Product Launch,7,1,No,1.87,No
2024-07-29,Organic,Returning,Desktop,Chrome,Linux,Gujarat,Homepage,Blog,Spring Sale,4,1,No,3.92,No
2024-09-02,Referral,New,Desktop,Chrome,macOS,Karnataka,Homepage,Homepage,Spring Sale,6,4,No,3.29,Yes
2024-09-01,Organic,New,Desktop,Firefox,macOS,Kerala,Homepage,Checkout,Product Launch,5,1,No,7.28,No
2024-08-16,Organic,Returning,Mobile,Chrome,iOS,Delhi,Product Page,Product Page,Newsletter,5,3,Yes,7.06,No
2024-07-25,Paid,New,Mobile,Chrome,iOS,Andhra Pradesh,Homepage,Homepage,Newsletter,9,3,No,5.13,Yes
2024-08-21,Organic,New,Desktop,Chrome,macOS,Karnataka,Homepage,Homepage,Spring Sale,3,2,Yes,5.18,No
2024-10-11,Organic,New,Mobile,Safari,iOS,Maharashtra,Product Page,Checkout,Holiday Discounts,8,2,No,4.54,No
2024-07-20,Organic,Returning,Mobile,Firefox,iOS,Assam,Product Page,Homepage,Spring Sale,1,0,Yes,7.43,No
2024-07-16,Direct,Returning,Mobile,Chrome,iOS,Telangana,Homepage,Homepage,Spring Sale,4,2,Yes,9.20,No
2024-08-10,Organic,New,Desktop,Chrome,macOS,Punjab,Checkout,Product Page,Spring Sale,6,6,No,3.31,Yes
2024-09-19,Direct,Returning,Desktop,Internet Explorer,Windows,Bihar,Blog,Checkout,Product Launch,1,0,Yes,7.39,No
2024-10-12,Organic,New,Tablet,Chrome,iOS,Uttarakhand,Homepage,Contact Us,Spring Sale,5,1,No,1.32,Yes
2024-07-24,Direct,New,Mobile,Safari,iOS,Uttar Pradesh,Homepage,Product Page,Spring Sale,6,2,No,7.34,No
2024-07-16,Direct,New,Desktop,Chrome,macOS,Madhya Pradesh,Homepage,Checkout,Spring Sale,7,2,Yes,5.34,No
2024-10-07,Direct,New,Mobile,Chrome,iOS,Maharashtra,Product Page,Checkout,Product Launch,6,7,No,9.50,No
2024-09-25,Organic,New,Mobile,Safari,iOS,Madhya Pradesh,Homepage,Homepage,Holiday Discounts,8,3,No,3.82,Yes
2024-09-14,Paid,New,Desktop,Internet Explorer,Windows,Andhra Pradesh,Blog,Product Page,Product Launch,5,2,Yes,7.63,No
2024-09-21,Organic,Returning,Mobile,Chrome,Android,Punjab,Homepage,Product Page,Spring Sale,7,4,No,1.02,No
2024-08-28,Paid,Returning,Mobile,Firefox,iOS,Tamil Nadu,Homepage,Product Page,Product Launch,6,2,Yes,7.18,No
2024-07-23,Paid,New,Mobile,Chrome,Android,Haryana,Contact Us,Checkout,Holiday Discounts,6,4,No,3.52,Yes
2024-07-17,Direct,New,Mobile,Chrome,Android,Tamil Nadu,Checkout,Product Page,Newsletter,9,2,Yes,7.32,No
2024-08-21,Organic,New,Mobile,Firefox,iOS,Bihar,Homepage,Blog,Spring Sale,4,6,No,4.42,No
2024-07-18,Organic,New,Mobile,Chrome,Android,Tamil Nadu,Blog,Product Page,Holiday Discounts,4,3,No,5.24,No
2024-09-16,Direct,New,Mobile,Chrome,Android,Karnataka,Checkout,Product Page,Holiday Discounts,12,2,Yes,9.16,No
2024-08-07,Organic,New,Mobile,Chrome,Android,Uttar Pradesh,Product Page,Blog,Holiday Discounts,4,2,No,8.95,No
2024-09-08,Direct,New,Mobile,Chrome,Android,Uttar Pradesh,Homepage,Blog,Holiday Discounts,7,8,No,1.75,No
2024-08-21,Paid,New,Mobile,Firefox,iOS,Karnataka,Homepage,Product Page,Spring Sale,9,2,No,4.35,Yes
2024-08-13,Organic,Returning,Desktop,Chrome,macOS,Andhra Pradesh,Product Page,Checkout,Spring Sale,6,6,No,2.25,Yes
2024-09-30,Direct,Returning,Tablet,Edge,Windows,Mizoram,Checkout,Product Page,Product Launch,5,2,No,9.65,Yes
2024-10-11,Paid,Returning,Desktop,Firefox,macOS,Rajasthan,Homepage,Product Page,Holiday Discounts,2,0,Yes,4.75,No
2024-07-27,Referral,New,Mobile,Firefox,iOS,Meghalaya,Homepage,Product Page,Spring Sale,4,2,Yes,7.53,No
2024-07-23,Organic,Returning,Mobile,Firefox,Android,Maharashtra,Homepage,Homepage,Newsletter,5,4,No,6.87,Yes
2024-09-11,Organic,New,Mobile,Chrome,Android,Uttar Pradesh,Homepage,Product Page,Spring Sale,5,2,No,7.07,No
2024-10-06,Organic,New,Tablet,Chrome,Windows,Karnataka,Product Page,Product Page,Newsletter,6,3,Yes,2.70,No
2024-09-29,Organic,New,Mobile,Firefox,Android,Madhya Pradesh,Homepage,Blog,Product Launch,1,2,Yes,2.16,No
2024-07-26,Organic,New,Desktop,Chrome,macOS,Rajasthan,Product Page,Product Page,Holiday Discounts,4,4,No,3.84,Yes
2024-09-24,Organic,Returning,Mobile,Chrome,Android,Andhra Pradesh,Homepage,Checkout,Newsletter,5,6,No,1.20,Yes
2024-08-27,Direct,New,Tablet,Chrome,Windows,Assam,Product Page,Checkout,Spring Sale,2,4,No,2.29,Yes
2024-08-18,Organic,New,Desktop,Chrome,macOS,Maharashtra,Homepage,Checkout,Product Launch,2,2,Yes,4.55,No
2024-07-31,Referral,Returning,Mobile,Chrome,Android,Bihar,Homepage,Checkout,Newsletter,6,3,No,4.50,Yes
2024-10-03,Organic,New,Desktop,Internet Explorer,Windows,Gujarat,Checkout,Product Page,Spring Sale,5,2,No,5.26,No
2024-08-29,Direct,New,Desktop,Safari,macOS,Maharashtra,Contact Us,Homepage,Product Launch,2,1,Yes,3.45,No
2024-07-30,Organic,New,Mobile,Chrome,Android,Assam,Homepage,Blog,Spring Sale,4,5,No,6.70,Yes
2024-07-18,Organic,Returning,Mobile,Safari,iOS,West Bengal,Checkout,Checkout,Newsletter,9,4,No,6.39,Yes
2024-07-23,Referral,Returning,Mobile,Chrome,Android,Odisha,Homepage,Product Page,Spring Sale,7,3,No,4.63,Yes
2024-08-01,Organic,New,Mobile,Chrome,Android,Maharashtra,Homepage,Checkout,Newsletter,3,3,No,5.30,No
2024-08-28,Direct,New,Desktop,Chrome,macOS,Telangana,Product Page,Product Page,Holiday Discounts,3,1,No,9.29,Yes
2024-08-02,Organic,Returning,Mobile,Chrome,Android,Puducherry,Contact Us,Homepage,Product Launch,6,5,No,3.37,Yes
2024-10-03,Organic,New,Mobile,Chrome,Android,Karnataka,Homepage,Homepage,Spring Sale,3,3,Yes,3.34,No
2024-08-23,Referral,Returning,Desktop,Chrome,macOS,West Bengal,Homepage,Product Page,Spring Sale,2,2,Yes,2.79,No
2024-08-25,Referral,New,Mobile,Chrome,Android,Gujarat,Homepage,Checkout,Product Launch,4,3,Yes,7.61,No
2024-09-15,Organic,Returning,Desktop,Safari,macOS,Karnataka,Homepage,Checkout,Product Launch,2,5,No,8.31,No
2024-08-20,Organic,New,Mobile,Chrome,Android,Assam,Homepage,Product Page,Product Launch,5,1,Yes,4.24,No
2024-08-02,Direct,Returning,Mobile,Chrome,Android,Uttar Pradesh,Homepage,Product Page,Spring Sale,5,3,Yes,4.71,No
2024-10-04,Referral,Returning,Mobile,Firefox,Android,Maharashtra,Checkout,Blog,Holiday Discounts,8,4,No,6.71,No
2024-10-03,Organic,Returning,Mobile,Chrome,Android,Gujarat,Homepage,Product Page,Spring Sale,8,2,Yes,2.98,No
2024-07-29,Direct,New,Mobile,Chrome,Android,Tamil Nadu,Contact Us,Homepage,Holiday Discounts,9,5,No,3.00,Yes
2024-10-12,Organic,Returning,Mobile,Chrome,Android,Tamil Nadu,Checkout,Product Page,Holiday Discounts,5,5,No,5.19,No
2024-09-01,Direct,Returning,Mobile,Chrome,Android,Madhya Pradesh,Homepage,Contact Us,Product Launch,5,2,No,4.24,No
2024-08-04,Direct,New,Mobile,Chrome,Android,Maharashtra,Contact Us,Contact Us,Product Launch,6,4,No,1.83,No
2024-09-29,Direct,New,Desktop,Edge,Windows,Tamil Nadu,Product Page,Checkout,Newsletter,3,4,No,5.36,No
2024-07-19,Direct,New,Desktop,Firefox,macOS,Maharashtra,Homepage,Product Page,Newsletter,2,0,Yes,6.10,No
2024-08-23,Direct,Returning,Mobile,Chrome,Android,Maharashtra,Product Page,Product Page,Holiday Discounts,6,4,No,3.05,No
2024-07-28,Organic,New,Desktop,Chrome,macOS,Uttar Pradesh,Blog,Checkout,Spring Sale,8,3,Yes,4.44,No
2024-10-06,Organic,New,Desktop,Safari,macOS,Maharashtra,Homepage,Checkout,Holiday Discounts,6,3,Yes,3.84,No
2024-10-06,Paid,New,Desktop,Safari,macOS,Maharashtra,Product Page,Product Page,Product Launch,1,3,No,7.09,No
2024-10-10,Direct,Returning,Desktop,Chrome,macOS,Odisha,Homepage,Product Page,Spring Sale,5,3,No,8.45,No
2024-07-30,Referral,New,Mobile,Safari,iOS,West Bengal,Homepage,Product Page,Product Launch,6,2,No,4.18,No
2024-10-09,Direct,New,Desktop,Chrome,macOS,Maharashtra,Blog,Checkout,Spring Sale,9,3,Yes,9.00,No
2024-10-09,Direct,Returning,Desktop,Edge,Windows,Maharashtra,Contact Us,Blog,Spring Sale,8,5,No,8.62,No
2024-08-05,Organic,New,Desktop,Chrome,macOS,Delhi,Product Page,Checkout,Spring Sale,6,3,No,4.54,Yes
2024-08-30,Paid,New,Desktop,Edge,Windows,West Bengal,Homepage,Checkout,Spring Sale,4,7,No,9.19,Yes
2024-07-31,Organic,New,Mobile,Chrome,Android,Karnataka,Homepage,Product Page,Spring Sale,6,2,Yes,6.77,No
2024-09-28,Direct,Returning,Mobile,Chrome,Android,Punjab,Product Page,Product Page,Holiday Discounts,3,1,No,4.96,No
2024-08-20,Paid,New,Tablet,Chrome,Windows,Telangana,Homepage,Contact Us,Spring Sale,6,6,No,2.62,Yes
2024-10-13,Direct,Returning,Mobile,Safari,iOS,Andhra Pradesh,Checkout,Product Page,Holiday Discounts,5,4,No,7.67,No
2024-09-27,Organic,Returning,Mobile,Chrome,Android,West Bengal,Product Page,Homepage,Spring Sale,7,1,No,6.66,No
2024-10-06,Direct,Returning,Mobile,Firefox,Android,Uttar Pradesh,Homepage,Homepage,Spring Sale,4,4,No,3.43,Yes
2024-08-17,Direct,New,Mobile,Firefox,Android,Andhra Pradesh,Homepage,Homepage,Spring Sale,4,2,Yes,2.65,No
2024-09-13,Direct,New,Mobile,Safari,iOS,Maharashtra,Product Page,Checkout,Spring Sale,11,2,Yes,1.52,No
2024-09-25,Organic,New,Desktop,Chrome,macOS,Uttar Pradesh,Checkout,Product Page,Holiday Discounts,4,3,Yes,9.30,No
2024-07-30,Organic,New,Desktop,Chrome,macOS,Rajasthan,Blog,Checkout,Product Launch,5,4,No,2.75,No
2024-09-29,Organic,New,Desktop,Chrome,macOS,Uttar Pradesh,Product Page,Checkout,Product Launch,3,0,Yes,9.35,No
2024-10-10,Organic,New,Mobile,Internet Explorer,Windows,Uttar Pradesh,Product Page,Contact Us,Spring Sale,2,0,Yes,1.95,No
2024-08-21,Organic,New,Desktop,Safari,macOS,Tamil Nadu,Product Page,Product Page,Product Launch,4,4,No,4.38,Yes
2024-09-24,Referral,New,Mobile,Chrome,Android,Assam,Homepage,Homepage,Product Launch,5,1,Yes,8.75,No
2024-10-09,Organic,New,Desktop,Internet Explorer,Windows,Haryana,Product Page,Product Page,Holiday Discounts,5,3,No,9.92,Yes
2024-08-29,Organic,New,Mobile,Chrome,Android,Uttar Pradesh,Checkout,Checkout,Product Launch,3,4,No,3.21,No
2024-07-22,Organic,New,Desktop,Chrome,macOS,Haryana,Blog,Product Page,Product Launch,1,2,Yes,8.71,No
2024-08-29,Paid,New,Mobile,Safari,iOS,Assam,Homepage,Blog,Newsletter,7,3,Yes,3.85,No
2024-10-09,Organic,New,Mobile,Safari,iOS,Uttar Pradesh,Homepage,Homepage,Newsletter,3,2,No,6.56,Yes
2024-09-05,Organic,Returning,Mobile,Chrome,Android,Maharashtra,Blog,Product Page,Product Launch,7,3,Yes,1.96,No
2024-08-16,Organic,Returning,Tablet,Chrome,Windows,Maharashtra,Homepage,Product Page,Spring Sale,5,2,No,8.94,Yes
2024-09-19,Direct,New,Mobile,Chrome,Android,Maharashtra,Homepage,Product Page,Product Launch,6,3,No,7.41,No
2024-09-14,Organic,Returning,Desktop,Chrome,Windows,Jharkhand,Homepage,Contact Us,Holiday Discounts,4,6,No,7.32,No
2024-09-29,Direct,Returning,Desktop,Safari,macOS,Maharashtra,Product Page,Contact Us,Newsletter,7,3,No,3.49,Yes
2024-07-27,Direct,New,Desktop,Chrome,Windows,Haryana,Blog,Product Page,Holiday Discounts,3,1,Yes,9.35,No
2024-08-31,Paid,Returning,Desktop,Chrome,Windows,Jharkhand,Product Page,Product Page,Holiday Discounts,6,3,Yes,9.16,No
2024-09-02,Direct,New,Mobile,Firefox,Android,Arunachal Pradesh,Blog,Checkout,Holiday Discounts,8,1,No,1.82,Yes
2024-09-21,Organic,New,Desktop,Safari,macOS,Telangana,Homepage,Blog,Spring Sale,6,2,Yes,8.19,No
2024-08-29,Organic,New,Tablet,Safari,Windows,Punjab,Homepage,Contact Us,Spring Sale,6,3,No,1.94,No
2024-09-10,Direct,New,Mobile,Chrome,Android,Andhra Pradesh,Homepage,Homepage,Product Launch,2,3,Yes,2.58,No
2024-08-19,Organic,New,Mobile,Safari,iOS,Maharashtra,Product Page,Product Page,Newsletter,6,3,No,5.64,Yes
2024-09-07,Direct,Returning,Mobile,Firefox,Android,Haryana,Product Page,Checkout,Spring Sale,4,2,Yes,3.53,No
2024-09-30,Direct,New,Mobile,Chrome,Android,Meghalaya,Product Page,Checkout,Product Launch,9,3,Yes,2.93,No
2024-09-13,Direct,New,Mobile,Internet Explorer,Windows,Madhya Pradesh,Homepage,Checkout,Spring Sale,4,2,No,4.35,Yes
2024-08-09,Referral,New,Desktop,Chrome,Windows,Haryana,Contact Us,Homepage,Newsletter,3,2,No,1.23,Yes
2024-09-02,Paid,New,Mobile,Chrome,Android,Gujarat,Checkout,Homepage,Spring Sale,8,6,No,8.17,Yes
2024-10-05,Organic,New,Mobile,Chrome,iOS,Goa,Blog,Product Page,Product Launch,7,6,No,8.15,Yes
2024-09-16,Direct,New,Desktop,Chrome,Windows,Madhya Pradesh,Contact Us,Product Page,Product Launch,2,3,No,3.40,Yes
